"field_name","note","field_keys","field_values","table"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","514023","PRD-ROLLING MACHINE SETTERS, OPERATORS, AND TENDERS, METAL AND PLASTIC","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","514030","PRD-MACHINE TOOL CUTTING SETTERS, OPERATORS, AND TENDERS,METAL AND PLASTIC","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","514041","PRD-MACHINISTS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","514050","PRD-METAL FURNACE OPERATORS, TENDERS, POURERS, AND CASTERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","5140XX","PRD-MODEL MAKERS, PATTERNMAKERS, AND MOLDING MACHINE SETTERS, METAL AND PLASTIC","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","514111","PRD-TOOL AND DIE MAKERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","514120","PRD-WELDING, SOLDERING, AND BRAZING WORKERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","514XXX","PRD-MISCELLANEOUS METAL WORKERS AND PLASTIC WORKERS, INCLUDING MULTIPLE MACHINE TOOL SETTERS *","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","515111","PRD-PREPRESS TECHNICIANS AND WORKERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","515112","PRD-PRINTING PRESS OPERATORS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","515113","PRD-PRINT BINDING AND FINISHING WORKERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","516011","PRD-LAUNDRY AND DRY-CLEANING WORKERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","516021","PRD-PRESSERS, TEXTILE, GARMENT, AND RELATED MATERIALS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","516031","PRD-SEWING MACHINE OPERATORS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","516040","PRD-SHOE AND LEATHER WORKERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","516050","PRD-TAILORS, DRESSMAKERS, AND SEWERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","51606X","PRD-TEXTILE BLEACHING AND DYEING, AND CUTTING MACHINE SETTERS, OPERATORS, AND TENDERS *","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","516063","PRD-TEXTILE KNITTING AND WEAVING MACHINE SETTERS, .OPERATORS, AND TENDERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","516064","PRD-TEXTILE WINDING, TWISTING, AND DRAWING OUT MACHINE SETTERS, OPERATORS, AND TENDERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","516093","PRD-UPHOLSTERERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","51609X","PRD-MISCELLANEOUS TEXTILE, APPAREL, AND FURNISHINGS WORKERS, EXCEPT UPHOLSTERERS *","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","517011","PRD-CABINETMAKERS AND BENCH CARPENTERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","517021","PRD-FURNITURE FINISHERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","517041","PRD-SAWING MACHINE SETTERS, OPERATORS, AND TENDERS, WOOD","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","517042","PRD-WOODWORKING MACHINE SETTERS, OPERATORS, AND TENDERS, EXCEPT SAWING","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","5170XX","PRD-MISCELLANEOUS WOODWORKERS, INCLUDING MODEL MAKERS AND PATTERNMAKERS *","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","518010","PRD-POWER PLANT OPERATORS, DISTRIBUTORS, AND DISPATCHERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","518021","PRD-STATIONARY ENGINEERS AND BOILER OPERATORS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","518031","PRD-WATER AND WASTEWATER TREATMENT PLANT AND SYSTEM OPERATORS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","518090","PRD-MISCELLANEOUS PLANT AND SYSTEM OPERATORS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","519010","PRD-CHEMICAL PROCESSING MACHINE SETTERS, OPERATORS, AND TENDERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","519020","PRD-CRUSHING, GRINDING, POLISHING, MIXING, AND BLENDING WORKERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","519030","PRD-CUTTING WORKERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","519041","PRD-EXTRUDING, FORMING, PRESSING, AND COMPACTING MACHINE SETTERS, OPERATORS, AND TENDERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","519051","PRD-FURNACE, KILN, OVEN, DRIER, AND KETTLE OPERATORS AND TENDERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","519061","PRD-INSPECTORS, TESTERS, SORTERS, SAMPLERS, AND WEIGHERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","519071","PRD-JEWELERS AND PRECIOUS STONE AND METAL WORKERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","519080","PRD-MEDICAL, DENTAL, AND OPHTHALMIC LABORATORY TECHNICIANS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","519111","PRD-PACKAGING AND FILLING MACHINE OPERATORS AND TENDERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","519120","PRD-PAINTING WORKERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","519151","PRD-PHOTOGRAPHIC PROCESS WORKERS AND PROCESSING MACHINE OPERATORS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","519191","PRD-ADHESIVE BONDING MACHINE OPERATORS AND TENDERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","519194","PRD-ETCHERS AND ENGRAVERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","519195","PRD-MOLDERS, SHAPERS, AND CASTERS, EXCEPT METAL AND PLASTIC","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","519196","PRD-PAPER GOODS MACHINE SETTERS, OPERATORS, AND TENDERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","519197","PRD-TIRE BUILDERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","519198","PRD-HELPERS-PRODUCTION WORKERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","5191XX","PRD-MISCELLANEOUS PRODUCTION WORKERS, INCLUDING SEMICONDUCTOR PROCESSORS *","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","531000","TRN-SUPERVISORS OF TRANSPORTATION AND MATERIAL MOVING WORKERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","532010","TRN-AIRCRAFT PILOTS AND FLIGHT ENGINEERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","532020","TRN-AIR TRAFFIC CONTROLLERS AND AIRFIELD OPERATIONS SPECIALISTS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","532031","TRN-FLIGHT ATTENDANTS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","533011","TRN-AMBULANCE DRIVERS AND ATTENDANTS, EXCEPT EMERGENCY MEDICAL TECHNICIANS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","533020","TRN-BUS DRIVERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","533030","TRN-DRIVER/SALES WORKERS AND TRUCK DRIVERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","533041","TRN-TAXI DRIVERS AND CHAUFFEURS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","533099","TRN-MOTOR VEHICLE OPERATORS, ALL OTHER","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","534010","TRN-LOCOMOTIVE ENGINEERS AND OPERATORS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","534031","TRN-RAILROAD CONDUCTORS AND YARDMASTERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","5340XX","TRN-SUBWAY, STREETCAR, AND OTHER RAIL TRANSPORTATION WORKERS *","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","5350XX","TRN-SAILORS AND MARINE OILERS, AND SHIP ENGINEERS *","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","535020","TRN-SHIP AND BOAT CAPTAINS AND OPERATORS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","536021","TRN-PARKING LOT ATTENDANTS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","536031","TRN-AUTOMOTIVE AND WATERCRAFT SERVICE ATTENDANTS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","536051","TRN-TRANSPORTATION INSPECTORS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","536061","PRS-TRANSPORTATION ATTENDANTS, EXCEPT FLIGHT ATTENDANTS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","5360XX","TRN-MISCELLANEOUS TRANSPORTATION WORKERS, INCLUDING BRIDGE AND LOCK TENDERS AND TRAFFIC TECHNICIANS *","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","537021","TRN-CRANE AND TOWER OPERATORS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","537030","TRN-DREDGE, EXCAVATING, AND LOADING MACHINE OPERATORS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","5370XX","TRN-CONVEYOR OPERATORS AND TENDERS, AND HOIST AND WINCH OPERATORS *","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","537051","TRN-INDUSTRIAL TRUCK AND TRACTOR OPERATORS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","537061","TRN-CLEANERS OF VEHICLES AND EQUIPMENT","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","537062","TRN-LABORERS AND FREIGHT, STOCK, AND MATERIAL MOVERS, HAND","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","537063","TRN-MACHINE FEEDERS AND OFFBEARERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","537064","TRN-PACKERS AND PACKAGERS, HAND","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","537070","TRN-PUMPING STATION OPERATORS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","537081","TRN-REFUSE AND RECYCLABLE MATERIAL COLLECTORS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","5371XX","TRN-MISCELLANEOUS MATERIAL MOVING WORKERS, INCLUDING MINE SHUTTLE CAR OPERATORS, AND TANK CAR, TRUCK, AND SHIP LOADERS *","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","551010","MIL-MILITARY OFFICER SPECIAL AND TACTICAL OPERATIONS LEADERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","552010","MIL-FIRST-LINE ENLISTED MILITARY SUPERVISORS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","553010","MIL-MILITARY ENLISTED TACTICAL OPERATIONS AND AIR/WEAPONS, SPECIALISTS AND CREW MEMBERS","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","559830","MIL-MILITARY, RANK NOT SPECIFIED","pus"
"SOCP","SOC Occupation code for 2012 and later based on 2010 SOC codes","999920","UNEMPLOYED AND LAST WORKED 5 YEARS AGO OR EARLIER OR NEVER WORKED","pus"
"VPS","Veteran period of service","bb","N/A (less than 17 years old, no active duty) War Times:","pus"
"VPS","Veteran period of service","01","Gulf War: 9/2001 or later","pus"
"VPS","Veteran period of service","02","Gulf War: 9/2001 or later and Gulf War: 8/1990 - 8/2001","pus"
"VPS","Veteran period of service","03","Gulf War: 9/2001 or later and Gulf War: 8/1990 - 8/2001 and Vietnam Era","pus"
"VPS","Veteran period of service","04","Gulf War: 8/1990 - 8/2001","pus"
"VPS","Veteran period of service","05","Gulf War: 8/1990 - 8/2001 and Vietnam Era","pus"
"VPS","Veteran period of service","06","Vietnam Era","pus"
"VPS","Veteran period of service","07","Vietnam Era and Korean War","pus"
"VPS","Veteran period of service","08","Vietnam Era, Korean War, and WWII","pus"
"VPS","Veteran period of service","09","Korean War","pus"
"VPS","Veteran period of service","10","Korean War and WWII","pus"
"VPS","Veteran period of service","11","WWII","pus"
"VPS","Veteran period of service","12","Between Gulf War and Vietnam Era only","pus"
"VPS","Veteran period of service","13","Between Vietnam Era and Korean War only","pus"
"VPS","Veteran period of service","14","Between Korean War and World War II only","pus"
"VPS","Veteran period of service","15","Pre-WWII only","pus"
"WAOB","World area of birth ****","1","US state (POB = 001-059)","pus"
"WAOB","World area of birth ****","2","PR and US Island Areas (POB = 060-099)","pus"
"WAOB","World area of birth ****","3","Latin America (POB = 303,310-399)","pus"
"WAOB","World area of birth ****","4","Asia (POB = 158-159,161,200-299)","pus"
"WAOB","World area of birth ****","5","Europe (POB = 100-157,160,162-199)","pus"
"WAOB","World area of birth ****","6","Africa (POB = 400-499)","pus"
"WAOB","World area of birth ****","7","Northern America (POB = 300-302,304-309)","pus"
"WAOB","World area of birth ****","8","Oceania and at Sea (POB = 500-554)","pus"
"FAGEP","Age allocation flag","0","No","pus"
"FAGEP","Age allocation flag","1","Yes","pus"
"FANCP","Ancestry allocation flag","0","No","pus"
"FANCP","Ancestry allocation flag","1","Yes","pus"
"FCITP","Citizenship allocation flag","0","No","pus"
"FCITP","Citizenship allocation flag","1","Yes","pus"
"FCITWP","Year of naturalization write-in allocation flag","0","No","pus"
"FCITWP","Year of naturalization write-in allocation flag","1","Yes","pus"
"FCOWP","Class of worker allocation flag","0","No","pus"
"FCOWP","Class of worker allocation flag","1","Yes","pus"
"FDDRSP","Self-care difficulty allocation flag","0","No","pus"
"FDDRSP","Self-care difficulty allocation flag","1","Yes","pus"
"FDEARP","Hearing difficulty allocation flag","0","No","pus"
"FDEARP","Hearing difficulty allocation flag","1","Yes","pus"
"FDEYEP","Vision difficulty allocation flag","0","No","pus"
"FDEYEP","Vision difficulty allocation flag","1","Yes","pus"
"FDISP","Disability recode allocation flag","0","No","pus"
"FDISP","Disability recode allocation flag","1","Yes","pus"
"FDOUTP","Independent living difficulty allocation flag","0","No","pus"
"FDOUTP","Independent living difficulty allocation flag","1","Yes","pus"
"FDPHYP","Ambulatory difficulty allocation flag","0","No","pus"
"FDPHYP","Ambulatory difficulty allocation flag","1","Yes","pus"
"FDRATP","Disability rating percentage allocation flag","0","No","pus"
"FDRATP","Disability rating percentage allocation flag","1","Yes","pus"
"FDRATXP","Disability rating checkbox allocation flag","0","No","pus"
"FDRATXP","Disability rating checkbox allocation flag","1","Yes","pus"
"FDREMP","Cognitive difficulty allocation flag","0","No","pus"
"FDREMP","Cognitive difficulty allocation flag","1","Yes","pus"
"FENGP","Ability to speak English allocation flag","0","No","pus"
"FENGP","Ability to speak English allocation flag","1","Yes","pus"
"FESRP","Employment status recode allocation flag","0","No","pus"
"FESRP","Employment status recode allocation flag","1","Yes","pus"
"FFERP","Gave birth to child within the past 12 months allocation flag","0","No","pus"
"FFERP","Gave birth to child within the past 12 months allocation flag","1","Yes","pus"
"FFODP","Field of Degree allocation flag","0","No","pus"
"FFODP","Field of Degree allocation flag","1","Yes","pus"
"FGCLP","Grandparents living with grandchildren allocation flag","0","No","pus"
"FGCLP","Grandparents living with grandchildren allocation flag","1","Yes","pus"
"FGCMP","Length of time responsible for grandchildren allocation flag","0","No","pus"
"FGCMP","Length of time responsible for grandchildren allocation flag","1","Yes","pus"
"FGCRP","Grandparents responsible for grandchildren allocation flag","0","No","pus"
"FGCRP","Grandparents responsible for grandchildren allocation flag","1","Yes","pus"
"FHICOVP","Health insurance coverage recode allocation flag","0","No","pus"
"FHICOVP","Health insurance coverage recode allocation flag","1","Yes","pus"
"FHINS1P","Insurance through a current or former employer or union allocation flag","0","No","pus"
"FHINS1P","Insurance through a current or former employer or union allocation flag","1","Yes","pus"
"FHINS2P","Insurance purchased directly from an insurance company allocation flag","0","No","pus"
"FHINS2P","Insurance purchased directly from an insurance company allocation flag","1","Yes","pus"
"FHINS3C","Medicare coverage given through the eligibility coverage edit","b","Does not have Medicare coverage (HINS3=2)","pus"
"FHINS3C","Medicare coverage given through the eligibility coverage edit","0","No","pus"
"FHINS3C","Medicare coverage given through the eligibility coverage edit","1","Yes","pus"
"FHINS3P","Medicare, for people 65 or older, or people with certain disabilities allocation flag","0","No","pus"
"FHINS3P","Medicare, for people 65 or older, or people with certain disabilities allocation flag","1","Yes","pus"
"FHINS4C","Medicaid coverage given through the eligibility coverage edit","b","Does not have Medicaid coverage (HINS4=2)","pus"
"FHINS4C","Medicaid coverage given through the eligibility coverage edit","0","No","pus"
"FHINS4C","Medicaid coverage given through the eligibility coverage edit","1","Yes","pus"
"FHINS4P","Medicaid, medical assistance, or any kind of government-assistance plan for people with low incomes or a disability allocation flag","0","No","pus"
"FHINS4P","Medicaid, medical assistance, or any kind of government-assistance plan for people with low incomes or a disability allocation flag","1","Yes","pus"
"FHINS5C","TRICARE coverage given through the eligibility coverage edit","b","Does not have TRICARE coverage (HINS5=2)","pus"
"FHINS5C","TRICARE coverage given through the eligibility coverage edit","0","No","pus"
"FHINS5C","TRICARE coverage given through the eligibility coverage edit","1","Yes","pus"
"FHINS5P","TRICARE or other military health care allocation flag","0","No","pus"
"FHINS5P","TRICARE or other military health care allocation flag","1","Yes","pus"
"FHINS6P","VA (including those who have ever used or enrolled for VA health care) allocation flag","0","No","pus"
"FHINS6P","VA (including those who have ever used or enrolled for VA health care) allocation flag","1","Yes","pus"
"FHINS7P","Indian health service allocation flag","0","No","pus"
"FHINS7P","Indian health service allocation flag","1","Yes","pus"
"FHISP","Detailed Hispanic origin allocation flag","0","No","pus"
"FHISP","Detailed Hispanic origin allocation flag","1","Yes","pus"
"FINDP","Industry allocation flag","0","No","pus"
"FINDP","Industry allocation flag","1","Yes","pus"
